nCatag1Index	nCatag2Index	nCatag3Index	nFurnitureType	dwFurnitureID	nRepresentID	nBrushModeCnt	szName	nQuality	bInteract	szScaleRange	bNew	bChainPlace	bForTest
2	4	0	1	271	1610		沉香木板足几	3				1	
2	4	0	1	272	1611		茶函几·展	3				1	
2	4	0	1	273	1612		宝装黄杨木几	4				1	1
2	4	0	1	274	1613		雕夕山图书案	3				1	
2	4	0	1	280	1619		桐木桌	1				1	
2	4	0	1	281	1621		雕枋桌	2				1	
2	4	0	1	282	1622		文柏桌	2				1	
2	4	0	1	283	1623		桑木桌	2				1	
2	4	0	1	284	1624		宝相面圆桌	4				1	
2	4	0	1	285	1625		壸门桌	2				1	
2	4	0	1	286	1626		桐木攒边桌	2				1	
2	19	0	1	287	1627		红泥绿蚁台	1				1	
2	17	0	1	292	1632		山外山黄杨木钵	2		0.5;1.2		1	
2	17	0	1	293	1633		越窑素面卧炉	1		0.5;1.2		1	
2	17	0	1	294	1634		越窑香插	1		0.5;1.2		1	
2	17	0	1	295	1635		越窑卷草纹卧炉	1		0.5;1.2		1	
2	17	0	1	296	1636		越窑云纹卧炉	1		0.5;1.2		1	
3	13	0	1	300	1428		恰啼此时	3				1	
3	13	0	1	301	1436		意萦圜·鼎立	4				1	
3	8	0	1	484	6170		春意盎然	3				0	
3	8	0	1	487	6173		远游时祈	2				0	
3	8	0	1	997	7110		修竹篱门	3				0	
3	8	0	1	998	7111		紫竹苑门	2				0	
3	8	0	1	302	1532		夏枯秋荣	4				0	
2	10	0	1	303	8059		黄铜宝相花灯檠	4	1			1	
2	10	0	1	304	8060		臈缬兰灯檠	4	1			1	
2	10	0	1	305	8061		灰缬山水灯	3	1			1	
3	6	0	1	307	1541		天街华岁	4	1			1	1
4	3	0	2	1266	5503		情人枕·天下之雄	4				0	
3	3	1	1	352	5378		曲干朴树	3		0.5;1.2		1	
3	3	1	1	353	5379		直立朴树	3		0.5;1.2		1	
3	3	0	1	354	5380		东海散尾葵	2		0.5;1.2		1	
3	4	0	1	355	5381		曲干金叶白蜡	3					
3	4	0	1	359	5385		大花石榴树	1					
3	3	0	1	360	5386		长青凤尾蕉	4		0.5;1.2		1	
3	4	1	1	361	5387		垂直南海青榄李	1					
3	4	1	1	362	5388		曲干南海青榄李	1					
3	4	0	1	363	5389		江浙女贞树群落	1					
3	4	0	1	364	5390		黑戈壁白杨树	1					
3	4	0	1	365	5391		千叶小叶榕	1					
3	4	0	1	366	5392		小枝冲天青檀	1					
3	3	0	1	367	5393		蜀中毛竹	3				1	
3	3	0	1	368	5394		断刃毛竹	1		0.5;1.2		1	
3	4	0	1	369	5395		双生银杏	1					
3	4	0	1	370	5396		青苔金叶榆	2					
3	4	0	1	371	5397		硕果桑树	2					
3	4	0	1	372	5398		佛焰苞蒲葵	2					
3	4	0	1	373	5399		洞天福地岛木瓜树	2					
3	3	0	1	374	5400		大折扇旅人蕉	4		0.5;1.2		1	
3	4	0	1	375	5401		夏开紫玉兰	1					
2	6	0	1	376	6000		黄杨木坐障	2				1	
2	6	0	1	377	6001		月白地秋晚图坐障	4				1	
2	6	0	1	378	6002		夹缬山水立屏	2				1	
2	6	0	1	379	6003		方棋绫双立屏	3				1	
2	6	0	1	380	6004		江湖墨双立屏	3				1	
2	6	0	1	381	6005		鸾抱花四牒屏	4				1	1
2	6	0	1	382	6006		燕衔丝三牒屏	4				1	1
4	10	0	1	383	6007		桑木书柜	3	1			0	
2	3	0	1	384	6008		桑木药柜	2				1	
2	5	0	1	385	6009		赤漆涂圈椅	3	1			1	
2	5	0	1	386	6010		花梨木圈椅	3	1			1	
2	8	0	1	387	6011		孔雀罗挂幔	4		0.5;1.2		1	
2	8	0	1	388	6012		山海音	4		0.5;1.2		1	1
3	6	0	1	389	6013		仙韶来仪	4	1			1	1
2	10	0	1	390	6014		芙蕖白菰灯	3	1	0.5;1.2		1	1
2	10	0	1	391	8080		木兰黑柿灯	3	1	0.5;1.2		1	
2	10	0	1	392	6016		曲岸浮香灯	3	1	0.5;1.2		1	
2	10	0	1	393	8081		错落相思壁灯	4	1	0.5;1.2		1	
2	13	0	1	394	6018		榧木高面盆架	4	1			0	
3	14	0	1	395	6019		苏芳染兵器架	4				1	
3	14	0	1	396	6020		跃龙兵器架	4				1	
2	4	0	1	397	6021		双飞翼妆案	3				1	
4	10	0	1	399	6023		灰砖灶台	3	1			0	
2	1	0	1	400	6024		低矮木榻	1	1			0	
2	6	0	1	401	6025		二君子五牒屏	3				1	
2	20	0	1	402	6026		赤漆妆奁	1				1	
2	20	0	1	403	6027		赤漆衣箱	1				1	
2	20	0	1	404	6028		素髹竹妆奁	1				1	
2	20	0	1	405	6029		半旧樟木箱	1				1	
2	20	0	1	406	6030		半旧榉木箱	1				1	
2	20	0	1	407	6031		铜平脱妆奁	1				1	
2	20	0	1	408	6032		兽面纹妆奁	1				1	
2	3	0	1	409	6033		花梨木矮柜	1				1	
2	3	0	1	411	6035		花梨木曲柜	1				1	
2	3	0	1	412	6036		铜平脱矮柜	2				1	
2	3	0	1	413	6037		赤漆铜平脱药柜	1				1	
2	3	0	1	414	6038		赤漆矮柜	1				1	
2	3	0	1	415	6039		金平脱花梨立柜	1				1	
2	3	0	1	416	6040		金平脱花梨柜	1				1	
3	14	0	1	417	6041		鎏金香浮屠	2				1	
3	14	0	1	418	6042		石青顶香浮屠	2				1	
2	17	0	1	419	6043		兽面纹铜卧炉	2		0.5;1.2		1	
2	17	0	1	420	6044		毕方博山炉	4		0.5;1.2		1	
2	5	0	1	421	6045		细布坐垫	1				1	
2	5	0	1	422	6046		芦苇蒲团	1				1	
2	8	0	1	426	6050		彩锦半拢·一	2		0.5;1.2		1	
2	8	0	1	428	6052		彩锦半拢·二	2		0.5;1.2		1	
2	8	0	1	429	6053		彩锦半拢·三	2		0.5;1.2		1	
2	8	0	1	430	6054		彩锦半拢·四	2		0.5;1.2		1	
2	8	0	1	431	6055		彩锦半拢·五	2		0.5;1.2		1	
2	8	0	1	432	6056		彩锦半拢·六	2		0.5;1.2		1	
2	8	0	1	433	6057		丝绸挂幔·一	4		0.5;1.2		1	1
2	8	0	1	434	6058		丝绸挂幔·二	4		0.5;1.2		1	1
3	6	0	1	435	6059		天竺石仿仓楼灯	1	1			1	
3	6	0	1	436	6060		天竺石仿望楼灯	1	1			1	
3	6	0	1	437	6061		溶溶月	3	1			1	
3	6	0	1	438	6062		太湖石卷云灯	3	1			1	
3	6	0	1	439	6063		零陵石灯	1	1			1	
3	6	0	1	440	6064		赤漆灯檠	2	1			1	
3	6	0	1	441	6065		瓜洲点愁	2	1			1	
3	6	0	1	442	6066		桑木灯檠	1	1			1	
3	6	0	1	443	6067		榧木灯联	1	1			1	
3	6	0	1	444	6068		天竺石灯	1	1			1	
2	11	0	1	445	6069		朝霞锦壁灯	1	1	0.5;1.2		1	
2	11	0	1	446	6070		仿栌斗壁灯	2	1	0.5;1.2		1	
2	11	0	1	447	6071		塞云壁灯	2	1	0.5;1.2		1	
2	11	0	1	448	6072		细布灯笼	1	1	0.5;1.2		1	
2	11	0	1	449	6073		石青涂海水纹灯笼	1	1	0.5;1.2		1	
2	11	0	1	450	6074		银平脱桐木壁灯	1	1	0.5;1.2		1	
2	11	0	1	451	6075		桐木灯笼	1	1	0.5;1.2		1	
2	11	0	1	452	6076		银月丹雘灯笼	4	1	0.5;1.2		1	
2	17	0	1	455	6079		九州港彩釉缸	1		0.5;1.2		1	
2	4	0	1	456	6080		回字平脱案	1				1	
2	4	0	1	457	6081		栱型平脱案	1				1	
2	4	0	1	458	6082		赤漆木几	2				1	
2	4	0	1	459	6083		黄杨木翘头经案	1				1	
1	10	0	1	492	25	2	水池	1					
3	8	0	1	467	6153		漆园池	4				0	
2	5	0	1	513	6223		榧木椅	3	1			1	
2	5	0	1	514	6224		桐木椅	4	1			1	1
2	5	0	1	515	6225		花梨木椅	4	1			1	
2	4	0	1	516	6226		鹤朝红日案	3				1	
3	2	0	1	520	1438		混栽蔷薇藤	2		0.5;1.2		1	
2	1	0	1	521	1452		白编绫被褥	2				0	
2	1	0	1	522	1453		明霞锦被褥	2				0	
2	1	0	1	523	1454		鱼口绫被褥	2				0	
2	19	0	1	526	6237		鎏金大水缸	1				1	
2	19	0	1	528	6239		木桶·一	1				1	
2	4	0	1	541	6311		绿地云纹涂桌	1				1	
2	4	0	1	542	6312		至德战区图·案	4				1	
2	7	0	1	543	6313		羊毛毡	2		0.5;1.2		1	
2	7	0	1	544	6314		霸刀褐毡	2		0.5;1.2		1	
2	7	0	1	545	6315		长歌绣筵	2		0.5;1.2		1	
2	7	0	1	546	6316		蓬莱绣筵	2		0.5;1.2		1	
2	7	0	1	547	6317		七秀绣筵	2		0.5;1.2		1	
2	7	0	1	548	6318		万花绣筵	2		0.5;1.2		1	
2	7	0	1	549	6319		丐帮褐毡	2		0.5;1.2		1	
2	7	0	1	550	6320		五毒绣筵	2		0.5;1.2		1	
2	7	0	1	551	6321		唐门褐毡	2		0.5;1.2		1	
2	7	0	1	552	6322		天策褐毡	2		0.5;1.2		1	
2	7	0	1	553	6323		少林褐毡	2		0.5;1.2		1	
2	7	0	1	554	6324		明教褐毡	2		0.5;1.2		1	
2	7	0	1	555	6325		纯阳绣筵	2		0.5;1.2		1	
2	7	0	1	556	6326		苍云褐毡	2		0.5;1.2		1	
2	7	0	1	557	6327		藏剑褐毡	2		0.5;1.2		1	
2	6	0	1	558	6328		相如意坐障	4				1	
2	6	0	1	559	6329		阳剑坐障	4				1	
2	6	0	1	560	6330		南天擂坐障	4				1	
2	6	0	1	561	6331		骊山梦坐障	3				1	
2	6	0	1	562	6332		黍香潇雨坐障	4				1	1
2	6	0	1	563	6333		端阳立屏	3				1	1
2	6	0	1	564	6334		端阳弄潮立屏	3				1	1
2	6	0	1	565	6335		端阳弄潮坐障	4				1	1
2	6	0	1	566	6336		黍香坐障	4				1	1
2	6	0	1	567	6337		越千山坐障	3				1	
3	7	0	1	568	6338		一统志	4				0	
3	7	0	1	569	6339		皇帝名	4				0	
3	7	0	1	570	6340		狼王战鼓	4				0	
3	7	0	1	571	6341		莫愁鼓	3				0	
3	7	0	1	572	6342		绿地彩绘鼓	2				0	
3	7	0	1	573	6343		牧民战鼓	3				0	
3	7	0	1	574	6344		画角	3				0	
3	7	0	1	575	6345		金帐辉夜	3	1			0	
3	7	0	1	576	6346		九天阖闾	4				0	
3	7	0	1	577	6347		老旧登闻鼓	3				0	
3	14	0	1	578	6348		至德战区图·立	4				1	
2	16	0	1	579	6349		至德战区图·挂	3		0.5;1.2		1	
2	16	0	1	580	6350		全家福	1		0.5;1.2		1	
2	16	0	1	581	6351		财源滚滚剪花	1		0.5;1.2		1	
2	16	0	1	582	6352		年年有余剪花	1		0.5;1.2		1	
2	16	0	1	583	6353		二龙献福剪花	1		0.5;1.2		1	
3	7	0	1	584	6354		巨型毒伞菌	2				0	
3	14	0	1	585	6355		孔方摆件	2				1	
2	17	0	1	586	6356		鸟巢	1		0.5;1.2		1	
3	14	0	1	587	6357		七层浮屠	3				1	
3	14	0	1	588	6358		陶药炉	2				1	
3	14	0	1	589	6359		黄杨根药臼	3				1	
3	7	0	1	590	6360		日晷	3				0	
3	7	0	1	591	6361		山城玉象饰件	3				0	
3	7	0	1	592	6362		兽面纹黄铜鼎	2				0	
3	14	0	1	593	6363		昆山焰晶	4				1	
3	14	0	1	594	6364		苗疆铁质大药炉	2				1	
3	14	0	1	595	6365		海龟甲	2				1	
3	14	0	1	596	6366		东海珠蚌	3				1	
2	16	0	1	597	6367		圣女石刻画	4		0.5;1.2		1	
2	17	0	1	598	6368		万象包罗	3				1	
3	14	0	1	600	6370		仙掌动	4				1	
2	17	0	1	601	6371		仿铜敦博山炉	4				1	
2	17	0	1	602	6372		琉璃顶香浮屠	3				1	
3	14	0	1	603	6373		天竺式香浮屠	3				1	
2	16	0	1	604	6374		蔓墙藤	3		0.5;1.2		1	
3	3	0	1	605	6375		苗疆菇群	3		0.5;1.2		1	
3	3	0	1	606	6376		歌朵兰漠仙人掌	3		0.5;1.2		1	
3	3	0	1	607	6377		毛竹春笋	3		0.5;1.2		1	
3	6	0	1	609	6379		夔龙问鼎	4	1			1	
3	6	0	1	610	6380		圣火石灯	3	1			1	
2	10	0	1	611	6381		汉宫豆形灯	3	1	0.5;1.2		1	
2	11	0	1	612	6382		斗指乙灯笼	2	1	0.5;1.2		1	
2	11	0	1	613	6383		北邙忆灯笼	2	1	0.5;1.2		1	
2	11	0	1	614	6384		臈缬宝相花灯笼	2	1	0.5;1.2		1	
2	11	0	1	615	6385		狼堑壁灯	3	1	0.5;1.2		1	
2	11	0	1	616	6386		烛龙壁灯	4	1	0.5;1.2		1	
2	11	0	1	617	6387		榧木壁灯	2	1	0.5;1.2		1	
3	6	0	1	619	6389		太液清光	4				1	
3	7	0	1	620	6390		乌路蛇石像	3				0	
3	6	0	1	621	6391		凤池璧影	3				1	
3	7	0	1	622	6392		菩提会石灯	4				0	
2	10	0	1	623	6393		黄杨根灯檠	2	1			1	
2	10	0	1	624	6394		菩提木灯檠	1	1			1	
3	6	0	1	625	6395		琉球社灯檠	2	1			1	
3	7	0	1	626	6396		错金饰青铜牛灯	4	1			0	
3	6	0	1	627	6397		福光临门	3	1			1	1
2	12	0	1	628	6398		倒转亭台暖夜纱	4	1	0.5;1.2		0	
2	12	0	1	629	6399		公输之质	4	1	0.5;1.2		0	
3	5	0	1	630	6400		充气兽皮木筏	3				1	
3	6	0	1	631	6401		黍离悲	2				1	
3	7	0	1	632	6402		降羽仙	4				0	
3	7	0	1	633	6403		阿里曼花架	4				0	
3	7	0	1	634	6404		迪多拉毒菇	4				0	
3	7	0	1	635	6405		混沌此生	4				0	
3	7	0	1	636	6406		恶犬啖月	3				0	
3	7	0	1	637	6407		雷煅柱	3				0	
3	7	0	1	638	6408		柳氏石柱	2				0	
3	14	0	1	639	6409		闲散客	3				1	
3	7	0	1	640	6410		异形饕餮蟾	3				0	
3	7	0	1	641	6411		越析战象雕	3				0	
3	7	0	1	642	6412		蒙舍力士像	4				0	
2	16	0	1	643	6413		醉蛛墙饰	4		0.5;1.2		1	
3	14	0	1	644	6414		玉蟾宫焰晶	4				1	
3	7	0	1	645	6415		章尾啸	4				0	
3	7	0	1	646	6416		相扑力士像	4				0	
3	7	0	1	647	6417		蒙舍战神像	4				0	
3	7	0	1	648	6418		天子峰石剑	4				0	
3	7	0	1	649	6419		堕凡尘	3				0	
3	7	0	1	650	6420		踏列星	4				0	1
3	7	0	1	651	6421		唤雨呼风	3				0	
3	7	0	1	652	6422		冰谷嘶风	4				0	
3	14	0	1	653	6423		佳曲三弄	4				1	
3	14	0	1	654	6424		仙芝清骨	3				1	
2	17	0	1	655	6425		宾王博山炉	1		0.5;1.2		1	
2	11	0	1	656	6426		银平脱灯笼	2	1	0.5;1.2		1	
3	7	0	1	657	6427		西湖石剑	2				0	
3	14	0	1	658	6428		青铜阔刀	2				1	
3	11	0	1	659	6429		鸟之语木桩	2				1	
3	7	0	1	660	6430		栌斗廊柱	2				0	
3	3	0	1	661	6431		蛮蕨	3		0.5;1.2		1	
2	16	0	1	662	6432		苗石狼头	3		0.5;1.2		1	
2	16	0	1	663	6433		苗石山羊头	3		0.5;1.2		1	
2	16	0	1	664	6434		苗石虎头	3		0.5;1.2		1	
2	16	0	1	665	6435		苗石鹿头	3		0.5;1.2		1	
3	7	0	1	666	6436		“毒”字巨石	2				0	
3	11	0	1	667	6437		祥龙木桩	3				1	
3	11	0	1	668	6438		天工机关木桩	3				1	
2	17	0	1	669	6439		蓝蝶坠饰	3		0.5;1.2		1	
2	17	0	1	670	6440		兽牙坠饰	3		0.5;1.2		1	
3	11	0	1	671	6441		稻草人·蓑笠翁	1				1	
3	11	0	1	672	6442		匾额·凌云堂	3				1	
3	11	0	1	673	6443		匾额·山海阁	3				1	
3	11	0	1	674	6444		匾额·忠义堂	3				1	
3	11	0	1	675	6445		匾额·忠烈堂	3				1	
3	11	0	1	676	6446		匾额·海天阁	3				1	
3	11	0	1	677	6447		匾额·聚义堂	3				1	
3	11	0	1	678	6448		匾额·聚贤阁	3				1	
2	10	0	1	716	8062		桐木灯檠	1	1			1	
3	13	0	1	731	6737		宜室宜家	2				1	
3	13	0	1	732	6738		蝶来时	1				1	
3	13	0	1	733	6739		仲夏香	1				1	
2	6	0	1	734	6740		绮罗人物四牒屏	1				1	
2	20	0	1	735	6741		旧妆奁	1				1	
2	3	0	1	736	6742		赤漆药柜	1				1	
2	3	0	1	737	6743		金平脱卷草纹柜	1				1	
