ID	FileName	Frame	Kind	SubKind	Tag1	Tag2
109	m4new07.UITex	0	道具	未分类		
110	m4new08.UITex	0	道具	未分类		
111	m4new09.UITex	0	道具	药品		
112	m4new10.UITex	0	道具	植物		
113	m4new11.UITex	0	道具	未分类		
114	m4new12.UITex	0	道具	植物		
115	m4new13.UITex	0	道具	未分类		
116	m4new14.UITex	0	道具	未分类		
117	m4new15.UITex	0	道具	未分类		
118	tool01.UITex	0	道具	未分类		
119	tool02.UITex	0	道具	未分类		
120	tool03.UITex	0	道具	未分类		
121	tool04.UITex	0	道具	未分类		
122	tool05.UITex	0	道具	未分类		
123	tool06.UITex	0	道具	未分类		
124	veget01.UITex	0	道具	植物		
125	m5wanhua16.UITex	0	道具	未分类		
126	veget09.UITex	0	道具	植物		
127	m4new16.UITex	0	道具	未分类		
128	meat13.UITex	0	道具	动物与器官		
129	medic01.UITex	0	道具	植物		
130	potion01.UITex	0	道具	药品		
131	skill_jianghu_taolu_xinshou.UITex	0	技能	江湖		
132	m5wanhua01.UITex	0	道具	植物		
133	m5wanhua02.UITex	0	道具	动物与器官		
134	m5wanhua03.UITex	0	道具	未分类		
135	m5wanhua04.UITex	0	道具	未分类		
136	m5wanhua05.UITex	0	道具	未分类		
137	m5wanhua06.UITex	0	道具	矿石与金属锭		
138	m5wanhua07.UITex	0	道具	未分类		
139	m5wanhua08.UITex	0	道具	食物与食材		
140	m5wanhua09.UITex	0	道具	植物		
141	m5wanhua10.UITex	0	道具	未分类		
142	m5wanhua11.UITex	0	道具	未分类		
143	m5wanhua12.UITex	0	道具	未分类		
144	m5wanhua13.UITex	0	道具	未分类		
145	m5wanhua14.UITex	0	道具	未分类		
146	m5wanhua15.UITex	0	道具	植物		
147	QuestPuzzle01.UITex	0	道具	任务特殊		
148	QuestPuzzle02.UITex	0	道具	任务特殊		
149	QuestPuzzle03.UITex	0	道具	任务特殊		
150	QuestPuzzle04.UITex	0	道具	任务特殊		
151	QuestPuzzle05.UITex	0	道具	任务特殊		
152	QuestPuzzle06.UITex	0	道具	任务特殊		
153	QuestPuzzle07.UITex	0	道具	任务特殊		
154	QuestPuzzle08.UITex	0	道具	任务特殊		
155	QuestPuzzle09.UITex	0	道具	任务特殊		
156	QuestPuzzle10.UITex	0	道具	任务特殊		
157	questwanhua172_1.UITex	0	道具	任务特殊		
158	questwanhua172_2.UITex	0	道具	任务特殊		
159	questwanhua172_3.UITex	0	道具	任务特殊		
160	questwanhua172_4.UITex	0	道具	任务特殊		
161	questwanhua172_5.UITex	0	道具	任务特殊		
162	questwanhua172_6.UITex	0	道具	任务特殊		
163	questwanhua172_7.UITex	0	道具	任务特殊		
164	questwanhua160_1.UITex	0	道具	任务特殊		
165	questwanhua160_2.UITex	0	道具	任务特殊		
166	questwanhua160_3.UITex	0	道具	任务特殊		
167	m5yangzhou01.UITex	0	道具	未分类		
168	m5yangzhou02.UITex	0	道具	动物与器官		
169	m5yangzhou03.UITex	0	道具	未分类		
170	m5yangzhou04.UITex	0	道具	未分类		
171	m5yangzhou05.UITex	0	道具	动物与器官		
172	m5yangzhou06.UITex	0	道具	未分类		
173	m5yangzhou07.UITex	0	道具	未分类		
174	m5yangzhou08.UITex	0	道具	植物		
175	m5yangzhou09.UITex	0	道具	书籍信纸		
176	m5yangzhou10.UITex	0	道具	动物与器官		
177	leather05.UITex	0	道具	皮料		
178	meat02.UITex	0	道具	动物与器官		
179	meat07.UITex	0	道具	动物与器官		
180	meat10.UITex	0	道具	动物与器官		
181	veget10.UITex	0	道具	植物		
182	veget13.UITex	0	道具	植物		
183	cookspecial02.UITex	0	道具	食物与食材		
184	cookspecial03.UITex	0	道具	食物与食材		
185	cookspecial04.UITex	0	道具	食物与食材		
186	cookspecial05.UITex	0	道具	食物与食材		
187	cloth04.UITex	0	道具	布料与线团		
188	cloth07.UITex	0	道具	布料与线团		
189	cloth11.UITex	0	道具	布料与线团		
190	cloth12.UITex	0	道具	布料与线团		
191	cloth13.UITex	0	道具	布料与线团		
192	thread01.UITex	0	道具	布料与线团		
193	thread02.UITex	0	道具	布料与线团		
194	thread03.UITex	0	道具	布料与线团		
195	thread05.UITex	0	道具	布料与线团		
196	thread06.UITex	0	道具	布料与线团		
197	dye01.UITex	0	道具	矿石与金属锭		
198	dye02.UITex	0	道具	矿石与金属锭		
199	dye03.UITex	0	道具	矿石与金属锭		
200	foundry01.UITex	0	道具	矿石与金属锭		
201	foundry02.UITex	0	道具	矿石与金属锭		
202	foundry05.UITex	0	道具	矿石与金属锭		
203	foundry08.UITex	0	道具	矿石与金属锭		
204	foundry09.UITex	0	道具	矿石与金属锭		
205	foundry14.UITex	0	道具	矿石与金属锭		
206	foundry19.UITex	0	道具	矿石与金属锭		
207	foundry20.UITex	0	道具	矿石与金属锭		
208	foundry21.UITex	0	道具	矿石与金属锭		
209	foundry25.UITex	0	道具	矿石与金属锭		
210	foundry29.UITex	0	道具	矿石与金属锭		
211	foundry30.UITex	0	道具	矿石与金属锭		
212	ingot01.UITex	0	道具	矿石与金属锭		
213	ingot02.UITex	0	道具	矿石与金属锭		
214	ingot04.UITex	0	道具	矿石与金属锭		
215	ingot05.UITex	0	道具	矿石与金属锭		
216	ingot06.UITex	0	道具	矿石与金属锭		
217	medic02.UITex	0	道具	植物		
218	medic03.UITex	0	道具	植物		
219	medic04.UITex	0	道具	植物		
220	medic05.UITex	0	道具	植物		
221	medic06.UITex	0	道具	植物		
222	medic07.UITex	0	道具	植物		
223	medic08.UITex	0	道具	植物		
224	medic09.UITex	0	道具	植物		
225	medic10.UITex	0	道具	植物		
226	medic11.UITex	0	道具	植物		
227	medic12.UITex	0	道具	植物		
228	medic13.UITex	0	道具	植物		
229	medic14.UITex	0	道具	植物		
230	medic15.UITex	0	道具	植物		
231	medic19.UITex	0	道具	皮料		
232	medic21.UITex	0	道具	植物		
233	medic22.UITex	0	道具	植物		
234	medic24.UITex	0	道具	植物		
235	medic25.UITex	0	道具	植物		
236	medic26.UITex	0	道具	植物		
237	medic27.UITex	0	道具	药品		
238	medic28.UITex	0	道具	药品		
239	medic29.UITex	0	道具	药品		
240	medic30.UITex	0	道具	药品		
241	book01.UITex	0	道具	书籍信纸		
242	book05.UITex	0	道具	书籍信纸		
243	book07.UITex	0	道具	书籍信纸		
244	book10.UITex	0	道具	书籍信纸		
245	recipebook04.UITex	0	道具	书籍信纸		
246	recipebook69.UITex	0	道具	书籍信纸		
247	recipebook70.UITex	0	道具	书籍信纸		
248	recipebook71.UITex	0	道具	书籍信纸		
249	potion03.UITex	0	道具	药品		
250	potion04.UITex	0	道具	药品		
251	potion07.UITex	0	道具	药品		
252	potion12.UITex	0	道具	药品		
253	potion12_1.UITex	0	道具	药品		
254	potion12_2.UITex	0	道具	药品		
255	potion35.UITex	0	道具	药品		
256	potion41.UITex	0	道具	药品		
257	potion42.UITex	0	道具	药品		
258	potion54.UITex	0	道具	药品		
259	food01.UITex	0	道具	食物与食材		
260	food02.UITex	0	道具	食物与食材		
261	food04.UITex	0	道具	食物与食材		
262	food05.UITex	0	道具	食物与食材		
263	food06.UITex	0	道具	食物与食材		
264	food10.UITex	0	道具	食物与食材		
265	food26.UITex	0	道具	食物与食材		
266	food27.UITex	0	道具	食物与食材		
267	animalstuff10.UITex	0	道具	动物与器官		
268	animalstuff19.UITex	0	道具	动物与器官		
269	animalstuff20.UITex	0	道具	动物与器官		
270	animalstuff22.UITex	0	道具	动物与器官		
271	animalstuff25.UITex	0	道具	动物与器官		
272	animalstuff26.UITex	0	道具	动物与器官		
273	animalstuff30.UITex	0	道具	动物与器官		
274	animalstuff31.UITex	0	道具	动物与器官		
275	animalstuff32.UITex	0	道具	动物与器官		
276	animalstuff33.UITex	0	道具	动物与器官		
277	animalstuff36.UITex	0	道具	动物与器官		
278	animalstuff37.UITex	0	道具	食物与食材		
279	animalstuff39.UITex	0	道具	动物与器官		
280	animalstuff41.UITex	0	道具	动物与器官		
281	animalstuff53.UITex	0	道具	动物与器官		
282	animalstuff54.UITex	0	道具	动物与器官		
283	animalstuff55.UITex	0	道具	动物与器官		
284	animalstuff56.UITex	0	道具	动物与器官		
285	animalstuff57.UITex	0	道具	动物与器官		
286	animalstuff58.UITex	0	道具	动物与器官		
287	forcedrop03.UITex	0	道具	未分类		
288	forcedrop04.UITex	0	道具	未分类		
289	forcedrop06.UITex	0	道具	食物与食材		
290	forcedrop07.UITex	0	道具	未分类		
291	forcedrop08.UITex	0	道具	未分类		
292	forcedrop10.UITex	0	道具	书籍信纸		
293	forcedrop11.UITex	0	道具	书籍信纸		
294	forcedrop13.UITex	0	道具	书籍信纸		
295	forcedrop14.UITex	0	道具	包裹		
296	forcedrop15.UITex	0	道具	未分类		
297	forcedrop20.UITex	0	道具	未分类		
298	forcedrop21.UITex	0	道具	未分类		
299	forcedrop26.UITex	0	道具	书籍信纸		
300	forcedrop27.UITex	0	道具	未分类		
301	forcedrop29.UITex	0	道具	未分类		
302	mapdrop06.UITex	0	道具	未分类		
303	mapdrop07.UITex	0	道具	未分类		
304	mapdrop15.UITex	0	道具	药品		
305	lianhuanwu19.UITex	0	道具	未分类		
306	qita01.UITex	0	道具	未分类		
307	eba02.UITex	0	道具	未分类		
308	eba03.UITex	0	道具	未分类		
309	zhongtiao03.UITex	0	道具	未分类		
310	yinyuanhui01.UITex	0	道具	书籍信纸		
311	wanhua12.UITex	0	道具	未分类		
312	qixiu07.UITex	0	道具	未分类		
313	qixiu09.UITex	0	道具	未分类		
314	zhongtiao06.UITex	0	道具	未分类		
315	lianhuanwu36.UITex	0	道具	未分类		
316	Kftiance.UITex	0	道具	任务特殊		
317	Kftiance.UITex	0	道具	任务特殊		
318	Kfjianghu.UITex	0	道具	任务特殊		
319	BgWanhua.UITex	0	道具	任务特殊		
320	BgWanhua.UITex	0	道具	任务特殊		
321	BgWanhua.UITex	0	道具	任务特殊		
322	BgWanhua.UITex	0	道具	任务特殊		
323	foundry17.UITex	0	道具	矿石与金属锭		
324	skill_wanhua_hot.UITex	0	技能	通用		
325	skill_wanhua_bimianneigong.UITex	0	技能	通用		
326	skill_wanhua_fuhuo.UITex	0	技能	通用		
327	skill_wanhua_huifushaoliang.UITex	0	技能	通用		
328	skill_wanhua_huifutuanti.UITex	0	技能	通用		
329	skill_wanhua_huixinyiji.UITex	0	技能	通用		
330	skill_wanhua_jiedu.UITex	0	技能	通用		
331	skill_wanhua_jiexue.UITex	0	技能	通用		
332	skill_wanhua_maxue.UITex	0	技能	通用		
333	skill_wanhua_neigongshunfa.UITex	0	技能	通用		
334	skill_wanhua_neigongyinchang.UITex	0	技能	通用		
335	skill_wanhua_neilinixing.UITex	0	技能	通用		
336	skill_wanhua_qianghuajingmai.UITex	0	技能	通用		
337	skill_wanhua_qunliao.UITex	0	技能	通用		
338	skill_wanhua_wanhuaxue.UITex	0	技能	通用		
339	skill_wanhua_wufashifang.UITex	0	技能	通用		
340	skill_wanhua_xiaoxue.UITex	0	技能	通用		
341	skill_wanhua_zengjiashangxian.UITex	0	技能	通用		
342	skill_wanhua_neilitisheng.UITex	0	技能	通用		
343	skill_wanhua_dianxueshanghai.UITex	0	技能	通用		
344	skill_wanhua_zengjianeili.UITex	0	技能	通用		
345	skill_wanhua_zengjiazhiliao.UITex	0	技能	通用		
346	skill_wanhua_zhixue.UITex	0	技能	通用		
347	skill_wanhua_zifengjingmai.UITex	0	技能	通用		
348	skill_wanhua_zouxue.UITex	0	技能	通用		
349	quest_chunyang612_1.UITex	0	道具	任务特殊		
350	quest_chunyang612_2.UITex	0	道具	任务特殊		
351	m5yangzhou11.UITex	0	道具	未分类		
352	m5yangzhou12.UITex	0	道具	未分类		
353	m5yangzhou13.UITex	0	道具	未分类		
354	m5yangzhou14.UITex	0	道具	未分类		
355	m5yangzhou15.UITex	0	道具	动物与器官		
356	m6shaolin01.UITex	0	道具	动物与器官		
357	m6shaolin02.UITex	0	道具	未分类		
358	m6shaolin03.UITex	0	道具	未分类		
359	m6shaolin04.UITex	0	道具	未分类		
360	m6shaolin05.UITex	0	道具	食物与食材		
361	m6shaolin06.UITex	0	道具	未分类		
362	m6shaolin07.UITex	0	道具	未分类		
363	m6shaolin08.UITex	0	道具	未分类		
364	m6shaolin09.UITex	0	道具	未分类		
365	m6shaolin10.UITex	0	道具	书籍信纸		
366	m6shaolin11.UITex	0	道具	未分类		
367	m6shaolin12.UITex	0	道具	未分类		
368	m6shaolin13.UITex	0	道具	未分类		
369	m6shaolin14.UITex	0	道具	食物与食材		
370	animalstuff27.UITex	0	道具	动物与器官		
371	animalstuff28.UITex	0	道具	动物与器官		
372	animalstuff29.UITex	0	道具	动物与器官		
373	animalstuff40.UITex	0	道具	动物与器官		
374	animalstuff43.UITex	0	道具	包裹		
375	forcedrop18.UITex	0	道具	布料与线团		
376	mapdrop14.UITex	0	道具	未分类		
377	lianhuanwu05.UITex	0	道具	未分类		
378	qita06.UITex	0	道具	未分类		
379	wanhua08.UITex	0	道具	食物与食材		
380	tiance04.UITex	0	道具	未分类		
381	tianzhu01.UITex	0	道具	未分类		
382	shaolin01.UITex	0	道具	未分类		
383	qixiu04.UITex	0	道具	未分类		
384	tiance11.UITex	0	道具	未分类		
385	tianzhu05.UITex	0	道具	未分类		
386	shaolin05.UITex	0	道具	未分类		
387	mingjiao06.UITex	0	道具	药品		
388	biaoju09.UITex	0	道具	书籍信纸		
389	wpn_sword_w_uni05.UITex	0	武器	剑		
390	skill_wanhua01.UITex	0	技能	万花		
391	skill_wanhua02.UITex	0	技能	通用		
392	skill_wanhua03.UITex	0	技能	通用		
393	skill_wanhua04.UITex	0	技能	通用		
394	skill_wanhua05.UITex	0	技能	万花		
395	skill_wanhua06.UITex	0	技能	万花		
396	skill_wanhua07.UITex	0	技能	万花		
397	skill_wanhua08.UITex	0	技能	通用		
398	skill_wanhua09.UITex	0	技能	万花		
399	skill_wanhua10.UITex	0	技能	通用		
400	skill_wanhua11.UITex	0	技能	万花		
401	skill_wanhua12.UITex	0	技能	通用		
402	skill_wanhua13.UITex	0	技能	万花		
403	skill_wanhua14.UITex	0	技能	万花		
404	skill_wanhua15.UITex	0	技能	万花		
405	skill_wanhua16.UITex	0	技能	万花		
406	skill_wanhua17.UITex	0	技能	万花		
407	skill_wanhua18.UITex	0	技能	万花		
408	skill_wanhua19.UITex	0	技能	万花		
409	skill_wanhua20.UITex	0	技能	万花		
410	skill_wanhua21.UITex	0	技能	万花		
411	skill_wanhua22.UITex	0	技能	万花		
412	skill_wanhua23.UITex	0	技能	万花		
413	skill_wanhua24.UITex	0	技能	万花		
414	skill_wanhua25.UITex	0	技能	万花		
415	skill_wanhua26.UITex	0	技能	万花		
416	skill_shaolin01.UITex	0	技能	少林		
417	skill_shaolin02.UITex	0	技能	少林		
418	skill_shaolin03.UITex	0	技能	少林		
419	skill_shaolin04.UITex	0	技能	少林		
420	skill_shaolin05.UITex	0	技能	少林		
421	skill_shaolin06.UITex	0	技能	少林		
422	skill_shaolin07.UITex	0	技能	少林		
423	skill_shaolin08.UITex	0	技能	少林		
424	skill_shaolin09.UITex	0	技能	少林		
425	skill_shaolin10.UITex	0	技能	少林		
426	skill_shaolin11.UITex	0	技能	少林		
427	skill_shaolin12.UITex	0	技能	少林		
428	skill_shaolin13.UITex	0	技能	少林		
429	skill_shaolin14.UITex	0	技能	少林		
430	skill_shaolin15.UITex	0	技能	少林		
431	skill_shaolin16.UITex	0	技能	少林		
432	skill_shaolin17.UITex	0	技能	少林		
433	skill_shaolin18.UITex	0	技能	少林		
434	skill_shaolin19.UITex	0	技能	少林		
435	skill_shaolin20.UITex	0	技能	少林		
436	skill_shaolin21.UITex	0	技能	少林		
437	skill_shaolin22.UITex	0	技能	少林		
438	skill_shaolin23.UITex	0	技能	少林		
439	skill_shaolin24.UITex	0	技能	少林		
440	skill_shaolin25.UITex	0	技能	少林		
441	skill_shaolin26.UITex	0	技能	少林		
442	skill_shaolin27.UITex	0	技能	少林		
443	skill_shaolin28.UITex	0	技能	少林		
444	skill_shaolin29.UITex	0	技能	少林		
445	skill_shaolin30.UITex	0	技能	少林		
446	skill_shaolin31.UITex	0	技能	少林		
447	skill_shaolin32.UITex	0	技能	少林		
448	def_shaolin_belt1_w.UITex	0	防具	腰带		
449	def_shaolin_belt2_w.UITex	0	防具	腰带		
450	def_shaolin_belt3_w.UITex	0	防具	腰带		
451	def_shaolin_coat1_w.UITex	0	防具	上衣		
452	def_shaolin_coat2_w.UITex	0	防具	上衣		
453	def_shaolin_coat3_w.UITex	0	防具	上衣		
454	def_shaolin_cuff1_w.UITex	0	防具	护臂		
455	def_shaolin_cuff2_w.UITex	0	防具	护臂		
456	def_shaolin_cuff3_w.UITex	0	防具	护臂		
457	def_shaolin_head1_w.UITex	0	防具	帽子		
458	def_shaolin_pants1_w.UITex	0	防具	裤子		
459	def_shaolin_shoes1_w.UITex	0	防具	鞋		
460	def_shaolin_shoes2_w.UITex	0	防具	鞋		
461	def_shaolin_shoes3_w.UITex	0	防具	鞋		
462	def_uni_belt1_w.UITex	0	防具	腰带		
463	def_uni_belt2_w.UITex	0	防具	腰带		
464	def_uni_belt3_w.UITex	0	防具	腰带		
465	def_uni_belt4_w.UITex	0	防具	腰带		
466	def_uni_coat1_w.UITex	0	防具	上衣		
467	def_uni_coat2_w.UITex	0	防具	上衣		
468	def_uni_coat3_w.UITex	0	防具	上衣		
469	def_uni_coat4_w.UITex	0	防具	上衣		
470	def_uni_coat5_w.UITex	0	防具	上衣		
471	def_uni_coat6_w.UITex	0	防具	上衣		
472	def_uni_cuff1_w.UITex	0	防具	护臂		
473	def_uni_cuff2_w.UITex	0	防具	护臂		
474	def_uni_cuff3_w.UITex	0	防具	护臂		
475	def_uni_cuff4_w.UITex	0	防具	护臂		
476	def_uni_head1_w.UITex	0	防具	帽子		
477	def_uni_head2_w.UITex	0	防具	帽子		
478	def_uni_head3_w.UITex	0	防具	帽子		
479	def_uni_pants1_w.UITex	0	防具	裤子		
480	def_uni_pants2_w.UITex	0	防具	裤子		
481	def_uni_pants3_w.UITex	0	防具	裤子		
482	def_uni_shoes1_w.UITex	0	防具	鞋		
483	def_uni_shoes2_w.UITex	0	防具	鞋		
484	def_uni_shoes3_w.UITex	0	防具	鞋		
485	def_uni_shoes4_w.UITex	0	防具	鞋		
486	def_wanhua_belt1_w.UITex	0	防具	腰带		
487	def_wanhua_belt2_w.UITex	0	防具	腰带		
488	def_wanhua_belt3_w.UITex	0	防具	腰带		
489	def_wanhua_coat1_w.UITex	0	防具	上衣		
490	def_wanhua_coat2_w.UITex	0	防具	上衣		
491	def_wanhua_coat3_w.UITex	0	防具	上衣		
492	def_wanhua_cuff1_w.UITex	0	防具	护臂		
493	def_wanhua_cuff2_w.UITex	0	防具	护臂		
494	def_wanhua_cuff3_w.UITex	0	防具	护臂		
495	def_wanhua_head1_w.UITex	0	防具	帽子		
496	def_wanhua_head2_w.UITex	0	防具	帽子		
497	def_wanhua_head3_w.UITex	0	防具	帽子		
498	def_wanhua_pants1_w.UITex	0	防具	裤子		
499	def_wanhua_shoes1_w.UITex	0	防具	鞋		
500	def_wanhua_shoes2_w.UITex	0	防具	鞋		
501	def_wanhua_shoes3_w.UITex	0	防具	鞋		
502	wpn_class_brush1_w.UITex	0	武器	笔		
503	wpn_class_brush2_w.UITex	0	武器	笔		
504	wpn_class_brush3_w.UITex	0	武器	笔		
505	wpn_class_wand1_w.UITex	0	武器	棍	棒	金
506	wpn_class_wand2_w.UITex	0	武器	棍	棒	铜
507	wpn_class_wand3_w.UITex	0	武器	棍	棒	铜
508	wpn_uni_brush1_w.UITex	0	武器	笔		
509	wpn_uni_brush2_w.UITex	0	武器	笔		
510	wpn_uni_brush3_w.UITex	0	武器	笔		
511	wpn_uni_double1_w.UITex	0	武器	双兵		
512	wpn_uni_double2_w.UITex	0	武器	双兵		
513	wpn_uni_double3_w.UITex	0	武器	双兵		
514	wpn_uni_fist1_w.UITex	0	武器	拳套		
515	wpn_uni_fist2_w.UITex	0	武器	拳套		
516	wpn_uni_fist3_w.UITex	0	武器	拳套		
517	wpn_uni_spear1_w.UITex	0	武器	枪		
518	wpn_uni_spear2_w.UITex	0	武器	枪		
519	wpn_uni_spear3_w.UITex	0	武器	枪		
520	wpn_uni_sword1_w.UITex	0	武器	剑		
521	wpn_uni_sword2_w.UITex	0	武器	剑		
522	wpn_uni_sword3_w.UITex	0	武器	剑		
523	wpn_uni_wand1_w.UITex	0	武器	棍	棒	铜
524	wpn_uni_wand2_w.UITex	0	武器	棍	棒	木
525	wpn_uni_wand3_w.UITex	0	武器	棍	棒	
526	skill_uni01.UITex	0	技能	江湖		
527	skill_uni02.UITex	0	技能	江湖		
528	skill_uni03.UITex	0	技能	江湖		
529	skill_uni04.UITex	0	技能	江湖		
530	skill_uni05.UITex	0	技能	江湖		
531	skill_uni06.UITex	0	技能	江湖		
532	skill_uni07.UITex	0	技能	江湖		
533	skill_uni08.UITex	0	技能	江湖		
534	skill_uni09.UITex	0	技能	江湖		
535	skill_uni10.UITex	0	技能	江湖		
536	skill_uni11.UITex	0	技能	江湖		
537	skill_uni12.UITex	0	技能	江湖		
538	bag02.UITex	0	道具	包裹		
539	bag03.UITex	0	道具	包裹		
540	cloth03.UITex	0	道具	布料与线团		
541	cloth08.UITex	0	道具	布料与线团		
542	cloth10.UITex	0	道具	布料与线团		
543	cloth19.UITex	0	道具	布料与线团		
544	cookspecial06.UITex	0	道具	食物与食材		
545	food03.UITex	0	道具	食物与食材		
546	food08.UITex	0	道具	食物与食材		
547	food09.UITex	0	道具	食物与食材		
548	food11.UITex	0	道具	食物与食材		
549	food12.UITex	0	道具	食物与食材		
550	food13.UITex	0	道具	食物与食材		
551	food17.UITex	0	道具	食物与食材		
552	food19.UITex	0	道具	食物与食材		
